,listing_names,listing_prices,location,netm2,bedroom_number,building_floor_number,floor,heating_system,age,situation,seller,title_dead_status,credit,rent_income
1100,KAZASKER MİNİBÜS CADDESİNE 2. BİNADA 100 M2 NET 3+1 SATILIK,6750000,19,105.0,31.0,9.0,8,Klima,6-10,Kiracılı,,,Evet,0.0
1101,"Kazasker'de 350m2 Net, Depolu, Kurumsal Kiracılı Satılık Dükkan!",15800000,19,,,,,Merkezi Sistem (Isı Payı Ölçer),2,,,,Evet,0.0
1102,KOZYATAĞI ORMEN SİTESİNDE SATILIK DAİRE..,2950000,19,85.0,31.0,1020.0,9,Klima,31-35,Kiracılı,,,Evet,0.0
1103,ERENKÖY TÜCCARBAŞINDA 150M2 3+1 ÖZEL MİMARİ TASARIM DAİRE,5950000,19,125.0,31.0,9.0,5,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,,,Evet,0.0
1104,KOZYATAĞI METRO DURAĞINA YAKIN SATILIK 3+1 ARA KAT LÜKS DAİRE,5249000,19,90.0,31.0,1020.0,7,Klima,4,Mülk,,,Evet,0.0
1105,OPTİMA'DAN KOZZYYE KOMŞU 190 m2 A PLUS VATANDAŞLIĞA UYGUN  4+1,14500000,19,160.0,41.0,1020.0,3,Merkezi Sistem (Isı Payı Ölçer),,Mülk,,İskanı Alınmış,Evet,
1106,OPTİMA'DAN ÇEVRE KOLEJİNE KOMŞU İÇİ ÖZEL TASARIM LÜX 3+1,5950000,19,125.0,31.0,9.0,5,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1107,ERENKÖY IŞIK OKULLARINA KOMŞU 115M2 3+1 BALKONLU BOŞ DAİRE,3550000,19,83.0,31.0,3.0,1,Merkezi Sistem,31-35,Boş,,,Evet,0.0
1108,OPTİMA'DAN KOZYATAĞI BAYER GENÇ BİNA İÇİ LUX YAPILI KATTA TEK,7450000,19,125.0,31.0,7.0,4,Yerden Isıtma,16-20,Boş,Danışman,Kat İrtifakı,Evet,0.0
1109,"KOZYAĞINDA DEPREM SONRASI BİNADA, BALKONLU,EBEYVENLİ 95 m2 2+1",4150000,19,95.0,21.0,5.0,,Kombi (Doğalgaz),11-15,Boş,,Kat Mülkiyeti,Evet,12000.0
1110,ERENKÖY'DE MİNÜBÜS CADDESİNE 50 MT BALKONLU 110 M2 LÜKS 3+1,3650000,19,110.0,31.0,6.0,6,Merkezi Sistem,26-30,Boş,,,Evet,0.0
1111,Yatırımlık!! Bağdat cad 500m yeşillikler içinde balkonlu 3+1,5600000,Erenköy,100.0,31.0,3.0,1,Merkezi Sistem,31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,20000.0
1112,Caddebostan da Bağdat caddesine 600 metre 4 yaş balkonlu kombili,6675000,Erenköy,80.0,21.0,1020.0,4,Klima,4,Kiracılı,,,Evet,0.0
1113,ERENKÖY BAĞDAT CADDESİNE PARALEL 40 M2 DÜKKAN,4000000,Erenköy,34.0,1.0,8.0,Zemin Kat,Merkezi Sistem,6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1114,ERENKÖY ŞEMSETTİN GÜNALTAY CADDESİNE İKİNCİ BİNADA 80 M2 DÜKKAN,3750000,Erenköy,68.0,2.0,7.0,Zemin Kat,Kombi (Doğalgaz),16-20,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1115,ERENKÖY ÖMERPAŞA CADDESİ ÜZERİNDE 200 M2 VİLLA,10000000,Erenköy,170.0,41.0,2.0,,Kombi (Doğalgaz),16-20,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1116,ANA CADDE ÜZERİNDE 25 M2 DÜKKAN,2500000,Erenköy,22.0,1.0,9.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1117,MERKEZİ KONUMDA ANA CADDEDE KURUMSAL KAHVE MARKA KİRACILI DÜKKAN,81500000,Erenköy,,,,,,,,,,Hayır,0.0
1118,Erenköy'de Yatırımlık Çift Balkonlu Bağdat Cad. Yakın Geniş 3+1,5680000,Erenköy,110.0,31.0,7.0,1,Merkezi Sistem (Isı Payı Ölçer),26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1119,Erenköy'de Satılık Kentsel Dönüşümde Yatırımlık Daire,3890000,Erenköy,50.0,21.0,1020.0,,,0,Boş,Danışman,Bilinmiyor,Hayır,0.0
1120,Caddebostan Taş mektep Sokak Balkonlu Kombili 3+1 Satılık,5950000,Erenköy,103.0,31.0,1020.0,3,Kombi (Doğalgaz),26-30,Kiracılı,,,Evet,0.0
1121,Ethem Efendi Çamlıköşk Sk. Vatandaşlığa Uygun Satılık 3+1 Daire,7950000,Erenköy,90.0,31.0,8.0,1,Kombi (Doğalgaz),5,Kiracılı,Danışman,,Evet,0.0
1122,ERENKÖY BAĞDATA YÜRÜME MESAFESİNDE 4 YILLIK YENİ 110M2,5450000,Erenköy,90.0,21.0,3.0,2,Kombi (Doğalgaz),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1123,ERENKÖY MİNİBÜS CADDE ÜZERİ 12 YILLIK YENİ 100M2 KOMBİLİ,4850000,Erenköy,80.0,21.0,7.0,3,Kombi (Doğalgaz),11-15,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1124,Bağdat Caddesi Erenköy Merkezde Yatırımlık Sıfır 4+1 Daire!!,17850000,Erenköy,147.0,41.0,1020.0,3,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,
1125,Erenköy Kaşanelerde Bağdat Caddesine Yakın 3+1 Lüks Daire,8350000,Erenköy,135.0,31.0,5.0,3,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1126,ERENKÖY'DE YENİ BİNADA 230 m² NET 4+2 DUBLEKS DAİRE,13950000,Erenköy,230.0,42.0,9.0,9,Kombi (Doğalgaz),4,Mülk,Danışman,Kat Mülkiyeti,Evet,
1127,Ethemefendi Caddesi Teraslı Dubleks Daire,17950000,Erenköy,220.0,42.0,9.0,9,Yerden Isıtma,6-10,Boş,,,Evet,0.0
1128,ERENKÖY'DE GELECEĞİNİZE YATIRIM YAPIN,9000000,Erenköy,140.0,31.0,1020.0,13,Merkezi Sistem,31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1129,MERKEZİ KONUMDA 35 M2 DÜKKAN,2750000,Erenköy,30.0,1.0,6.0,Zemin Kat,Merkezi Sistem,6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1130,ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE KİRACILI 180 M2 DÜKKAN,8000000,Erenköy,153.0,1.0,8.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1131,ERENKÖY'DE MİNİBÜSE YAKIN 200M2 3 BALKONLU ULTRA LÜKS,6495000,Erenköy,155.0,41.0,5.0,4,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1132,ALKAYA- CADDEYE 8. BİNA 2 TERAS 3+2 SATILIK DENİZ MANZALARI DAİR,11950000,Erenköy,175.0,32.0,10.0,10,Klima,6-10,Boş,,,Evet,0.0
1133,ALKAYA- ERENKÖY'DE GENÇ BİNADA 4+1 140M² NET SATILIK DAİRE,9500000,Erenköy,140.0,41.0,1020.0,12,Kombi (Doğalgaz),1,Boş,,,Evet,0.0
1134,ERENKÖY'DE 220M2 4 YILLIK GÜVENLİKLİ DENİZ GÖREN LÜKS DUBLEKS,13700000,Erenköy,170.0,32.0,1020.0,,Merkezi Sistem (Isı Payı Ölçer),4,Mülk,Danışman,Kat Mülkiyeti,Evet,
1135,CENTURY 21.SAHRA'DAN MARMARAYA YAKIN İÇİ YAPILI 2+1,3400000,Erenköy,90.0,21.0,4.0,4,Merkezi Sistem,31-35,Boş,,,Evet,0.0
1136,Erenköy Nimet Ekşioğlu Sokak Satılık 3+1 Daire,7800000,Erenköy,110.0,31.0,1020.0,7,Kombi (Doğalgaz),21-25,Boş,,,Evet,0.0
1137,ALKAYA- ERENKÖY'DE GENÇ BİNADA 4+1 140M² NET SATILIK DAİRE,9500000,Erenköy,140.0,41.0,1020.0,12,Kombi (Doğalgaz),1,Boş,,Kat Mülkiyeti,Evet,0.0
1138,ERENKÖY DE 125M2 NETİ OLAN 3+1İÇİ TAMAMEN YENİLENMİŞ,5750000,Erenköy,125.0,31.0,9.0,5,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1139,Caddebostan Bağdat Caddesine Yakın Yeni Binada 3+1 Dubleks Daire,7800000,Erenköy,140.0,31.0,8.0,8,Kombi (Doğalgaz),2,,,Kat Mülkiyeti,Evet,0.0
1140,Caddebostanda Ömerpaşa Caddesine 2.Binada 3+1 Balkonlu Daire,7595000,Erenköy,105.0,31.0,9.0,8,Kombi (Doğalgaz),3,,,Kat Mülkiyeti,Evet,0.0
1141,Erenköy Kaşanelerde Bağdat Caddesine Yakın Genç Binada 4+1 Daire,9950000,Erenköy,180.0,41.0,9.0,6,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1142,Erenköy Ethem Efendi Caddesi Üzerinde Yeni Binada 2+1 Daire,5450000,Erenköy,90.0,21.0,3.0,2,Kombi (Doğalgaz),4,,,Kat Mülkiyeti,Evet,0.0
1143,Tüccarbaşında Minibüs Caddesine Yakın 3+1 Mimari Dekorlu Daire,5750000,Erenköy,130.0,31.0,9.0,6,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1144,ALKAYA ERENKÖY 4+1 GÜVENLİKLİ VE HAVUZLU RESIDENCE SATILIK DAİRE,14950000,Erenköy,135.0,41.0,1020.0,18,Klima,2,Boş,,,Evet,0.0
1145,"ERENKÖY, HACI HAKKI BEY'DE SATILIK 2+1 95 m2",5575000,Erenköy,80.0,21.0,1020.0,3,Yerden Isıtma,0,Boş,,,Hayır,0.0
1146,ETHEM EFENDİ CADDESİ'NDE 3+1 ARA KAT SATILIK DAİRE,5375000,Erenköy,105.0,31.0,3.0,1,Merkezi Sistem,31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,
1147,Erenköy'de 4 Yıllık Binada 95 m2 2+1 Mükemmel Satılık Daire,5150000,Erenköy,75.0,21.0,7.0,1,Kombi (Doğalgaz),4,Kiracılı,,,Evet,0.0
1148,ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE BANKA KİRACILI 190 M2 DÜKKAN,12500000,Erenköy,162.0,2.0,9.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),1,Kiracılı,Danışman,,Evet,
1149,ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE BANKA KİRACILI 450 M2 DÜKKAN,25000000,Erenköy,383.0,,1020.0,,Merkezi Sistem,16-20,Kiracılı,Danışman,,Evet,0.0
1150,MERKEZİ KONUMDA KİRACILI 67 M2 DÜKKAN,5500000,Erenköy,57.0,1.0,10.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,10000.0
1151,ERENKÖY ETHEM EFENDİ CADDESİ ÜZERİNDE KİRACILI 300 M2 DÜKKAN,30000000,Erenköy,255.0,2.0,9.0,Zemin Kat,Kombi (Doğalgaz),1,Kiracılı,,,Evet,
1152,ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE BANKA KİRACILI 400 M2 DÜKKAN,20000000,Erenköy,340.0,2.0,10.0,Zemin Kat,,2,Kiracılı,Danışman,,Evet,
1153,ERENKÖY ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE 60 M2 DÜKKAN,3000000,Erenköy,51.0,2.0,7.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1154,DİNAMİK'TEN ERENKÖY'DE 3+1 165m2 ÇİFT BALKONLU SATILIK DAİRE,7395000,Erenköy,130.0,31.0,8.0,2,Merkezi Sistem,26-30,Boş,,Kat Mülkiyeti,Evet,
1155,Erenköyde Marmaraya Yakın Katta Tek 4+1 Komple Yenilenmiş Daire,8595000,Erenköy,175.0,41.0,8.0,5,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1156,Erenköyde Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,8350000,Erenköy,90.0,31.0,9.0,8,Kombi (Doğalgaz),6-10,Boş,,Kat Mülkiyeti,Evet,0.0
1157,Caddebostanda Bağdat Caddesine Yakın 3+1 Balkonlu Daire,7395000,Erenköy,130.0,31.0,7.0,2,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1158,Erenköy Minibüs Caddesi Üzerinde Yeni Binada 3+1 Daire,7450000,Erenköy,100.0,31.0,1020.0,17,Kombi (Doğalgaz),3,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1159,Erenköyde Bağdat Caddesine Yakın 3+1 Daire EMLAK MASASI,8750000,Erenköy,155.0,31.0,1020.0,3,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1160,Erenköyde Ethem Efendi Caddesine  Komşu 3+1 Masrafsız Daire,6250000,Erenköy,125.0,31.0,8.0,Yüksek Giriş,Kombi (Doğalgaz),31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1161,Caddebostan Bağdat Caddesine Yakın Yeni Bina 3+1 Balkonlu Daire,8450000,Erenköy,105.0,31.0,1020.0,2,Kombi (Doğalgaz),3,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1162,Erenköyde Marmaraya Yakın Genç Binada Katta Tek 4+1 Daire,9000000,Erenköy,170.0,41.0,10.0,4,Kombi (Doğalgaz),21-25,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1163,Erenköyde Marmaraya Yakın 4+2 Dubleks Daire EMLAK MASASI,9450000,Erenköy,170.0,42.0,1020.0,14,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1164,Erenköy Kaşanelerde Bağdat Caddesine  Yakın Yeni Bina 3+1 Daire,10500000,Erenköy,95.0,31.0,10.0,3,Kombi (Doğalgaz),5,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1165,Erenköyde Minibüs Caddesine 2.Binada 4+1 Mimari Dekorlu Daire,6495000,Erenköy,155.0,41.0,5.0,4,Merkezi Sistem,26-30,Boş,,Kat Mülkiyeti,Evet,0.0
1166,Erenköy Divan Pastanesi Sokağında Yeni Binada 3+1 Daire,7295000,Erenköy,90.0,31.0,8.0,6,Kombi (Doğalgaz),4,Boş,,Kat Mülkiyeti,Evet,0.0
1167,Erenköy Taniş Sitesinde Minibüs Caddesine Yakın 3+1 Daire,4800000,Erenköy,110.0,31.0,1020.0,10,Kombi (Doğalgaz),21-25,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1168,Erenköyde Marmaraya Yakın Prestijli Binada Katta Tek 3+1 Daire,4950000,Erenköy,120.0,31.0,8.0,1,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1169,Erenköyde Minibüs Caddesine Yakın 2+1 Masrafsız Daire,2800000,Erenköy,70.0,21.0,3.0,Yüksek Giriş,Merkezi Sistem,31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1170,ERENKÖY BAĞDAT CADDESİNE PARALEL 60 M2 DÜKKAN,3750000,Erenköy,51.0,1.0,5.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1171,ERENKÖY ETHEM EFENDİ CADDESİ ÜZERİNDE 60 M2 DÜKKAN,5000000,Erenköy,51.0,2.0,6.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,,Evet,
1172,Erenköyde Prestijli Binada 158 m2 Net 4+1 Daire EMLAK MASASI,7900000,Erenköy,158.0,41.0,7.0,6,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1173,Erenköy Ethem Efendi Caddesine 2.Binada 3+1 Daire EMLAK MASASI,4250000,Erenköy,100.0,31.0,7.0,1,Kombi (Doğalgaz),31-35,Kiracılı,,Kat Mülkiyeti,Evet,0.0
1174,Erenköyde Marmaraya Yakın  3+1 Yenilenmiş Daire EMLAK MASASI,6875000,Erenköy,125.0,31.0,8.0,1,Kombi (Doğalgaz),31-35,Boş,,Kat Mülkiyeti,Evet,0.0
1175,Erenköy Minibüs Caddesinde  3+1 Lüks Daire EMLAK MASASI,4950000,Erenköy,110.0,31.0,10.0,6,Kombi (Doğalgaz),31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1176,Caddebostanda Bağdat Caddesine Yakın 3+1 Lüks Daire EMLAK MASASI,6795000,Erenköy,115.0,31.0,6.0,5,Merkezi Sistem,31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1177,Erenköy Çarşı İçinde Marmaraya Yakın 3+1 Lüks Daire EMLAK MASASI,5650000,Erenköy,120.0,31.0,1020.0,3,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1178,Erenköyde Marmaraya  Yakın 3+1 Mimari Dekorlu Daire EMLAK MASASI,4975000,Erenköy,90.0,31.0,5.0,Yüksek Giriş,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1179,Erenköyde Marmaraya Yakın Yeni  Binada 3+1 Daire EMLAK MASASI,5950000,Erenköy,95.0,31.0,9.0,6,Kombi (Doğalgaz),3,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1180,Erenköy Ethem Efendi Caddesine Yakın Yeni Binada 3+1 Daire,7495000,Erenköy,105.0,31.0,8.0,3,Kombi (Doğalgaz),3,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1181,BAĞDAT CADDESİ PARALELİNDE GENÇ BİNADA 3+1 BAKIMLI DAİRE,9900000,Erenköy,100.0,31.0,9.0,2,Merkezi Sistem (Isı Payı Ölçer),6-10,Mülk,,Kat Mülkiyeti,Evet,
1182,Erenköyde Marmaraya Yakın Yeni Binada 3+1 Daire EMLAK MASASI,8450000,Erenköy,95.0,31.0,1020.0,11,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1183,Erenköy Minibüs Caddesi Üzerinde Yeni Binada 3+1 Ebeveynli Daire,7695000,Erenköy,98.0,31.0,8.0,6,Merkezi Sistem (Isı Payı Ölçer),3,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1184,ERENKÖY BAĞDATA YAKIN SIFIR 160M2 MANZARALI GÜVENLİKLİ BALKONLU,12000000,Erenköy,124.0,31.0,1020.0,12,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,
1185,ERENKÖY MARMARAYA YAKIN SIFIR 125M2 ULTRA LÜKS,5950000,Erenköy,90.0,31.0,9.0,Yüksek Giriş,Merkezi Sistem (Isı Payı Ölçer),3,Boş,Danışman,Kat Mülkiyeti,Evet,
1186,CİTYDEN..ERENKÖY ETHEMEFENDİDE 155M2 3+1 BALKONLU YENİ BİNA,11000000,Erenköy,115.0,31.0,7.0,6,Kombi (Doğalgaz),0,Boş,,Kat Mülkiyeti,Evet,0.0
1187,ERENKÖY BAĞDATA YAKIN 7 YILLIK 120M2 BALKONLU LÜKS,7200000,Erenköy,90.0,31.0,7.0,2,Merkezi Sistem (Isı Payı Ölçer),6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1188,ERENKÖY'DE MARMARAYA YAKIN 3 YILLIK 135M2 LÜKS,5950000,Erenköy,105.0,31.0,9.0,6,Kombi (Doğalgaz),3,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1189,CİTY DEN ERENKÖY DE ÇEVRE KOLEJİNE KOMŞU MASRAFSIZ 175m2 3+1,5950000,Erenköy,130.0,31.0,10.0,5,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,,Kat Mülkiyeti,Evet,0.0
1190,CİTY DEN ERENKÖY DE YEŞİLLİKLER İÇİNDE KATTA TEK 210m2 4+1,8595000,Erenköy,150.0,41.0,8.0,5,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1191,ERENKÖY MARMARAY VE BAĞDATA ADIM MESAFEDE YENİ 126M2 3+1,5950000,Erenköy,90.0,31.0,9.0,Yüksek Giriş,Merkezi Sistem (Isı Payı Ölçer),3,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1192,"ERENKÖY,ÖMERPAŞA CD.BAĞDAT'A YAKIN,GENİŞ,SIFIR,BALKON,160M2,4+1",13500000,Erenköy,125.0,41.0,7.0,2,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,Kat İrtifakı,Evet,
1193,CİTY^DEN ETHEMEFENDİ'DE CADDE İLE MARMARAY ARASI SIFIR 3+1,6350000,Erenköy,100.0,31.0,8.0,1,Kombi (Doğalgaz),0,Boş,Danışman,Kat İrtifakı,Evet,0.0
1194,Kadıköy Erenköy'de Prestijli Sitede Satılık 3+1 Daire,7500000,Erenköy,75.0,31.0,,,,,,,,Hayır,
1195,CENTURY 21. SAHRA'DAN BAĞDAT'A YÜRÜME MESAFESİNDE 3+1 İÇİ YAPILI,6795000,Erenköy,110.0,31.0,6.0,5,Merkezi Sistem,31-35,Boş,,,Evet,0.0
1196,CENTURY 21.SAHRA'DAN BAĞDAT'A ÇOK YAKIN YENİ BİNADA 4+2 DUBLEKS,17950000,Erenköy,220.0,42.0,9.0,9,Klima,6-10,Boş,,,Evet,0.0
1197,CENTURY 21.SAHRA'DAN MARMARAYA YAKIN KATTA TEK 4+1 İÇİ YAPILI,8595000,Erenköy,150.0,41.0,8.0,5,Klima,26-30,Boş,,,Evet,0.0
1198,Erenköy Ethemefendi Caddesi Marmaray Yakın 4+1,14000000,Erenköy,130.0,41.0,1020.0,13,Yerden Isıtma,2,Boş,,,Evet,0.0
1199,"ERENKÖY ÇOBAN YILDIZI SK. OTOPARKLI, TERASLI 4+1 DUBLEKS DAİRE",7950000,Erenköy,130.0,41.0,8.0,8,Klima,6-10,Kiracılı,,,Evet,0.0
1200,ERENKÖY ETHEM EFENDİ BAĞDATA KOMŞU BALKONLU  EBEVEYNLİ 145M2 3+1,6795000,Erenköy,105.0,31.0,6.0,5,Merkezi Sistem,31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1201,CİTY DEN ERENKÖY DE MERKEZİ KONUMDA MASRAFSIZ 160m2 3+1,5650000,Erenköy,120.0,31.0,10.0,3,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1202,Erenköy EthemEfendi'de Net 80m2 Balkonlu Sıfır 2+1,6150000,Erenköy,80.0,21.0,10.0,9,Kombi (Doğalgaz),0,Boş,Danışman,Kat İrtifakı,Evet,0.0
1203,ERENKÖY BAĞDAT MARMARAY ARASI 4 YAŞINDA EBEVEYNLİ 120M2 3+1,7295000,Erenköy,85.0,31.0,8.0,6,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1204,CİTY DEN ERENKÖY DE BAĞDAT A 5 BİNADA 9 YILLIK SÜPER 140m2 3+1,10950000,Erenköy,105.0,31.0,9.0,4,Kombi (Doğalgaz),6-10,Boş,,Kat Mülkiyeti,Evet,0.0
1205,ERENKÖY ETHEM EFENDİ CADDESİ ÜZERİNDE 182 M2 DÜKKAN,30000000,Erenköy,155.0,1.0,8.0,Zemin Kat,Merkezi Sistem,0,Boş,Danışman,Kat Mülkiyeti,Evet,
1206,ERENKÖY ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE 50 M2 DÜKKAN,3750000,Erenköy,43.0,2.0,1020.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,
1207,MERKEZİ KONUMDA 20 M2 DÜKKAN,2500000,Erenköy,17.0,1.0,4.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1208,Erenköy ün en güzel lokasyonunda masrafsız 3+1 geniş daire,5950000,Erenköy,130.0,31.0,7.0,2,Kombi (Doğalgaz),26-30,Boş,,,Evet,0.0
1209,ERENKÖY BAĞDATA YAKIN 125M2 BALKONLU ASANSÖRLÜ OTOPARKLI,5000000,Erenköy,100.0,31.0,6.0,5,Merkezi Sistem,31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1210,ERENKÖY BAĞDATA YÜRÜME MESAFESİNDE 165M2 2 BALKONLU ULTRA LÜKS,7595000,Erenköy,130.0,31.0,8.0,2,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1211,ETHEM EFENDİ CAD ÜZERİNDE BALKONLU SATILIK 3+1 DAİRE!!,7450000,Erenköy,100.0,31.0,7.0,3,Kombi (Doğalgaz),4,Boş,Danışman,İskanı Alınmış,Evet,
1212,Erenköy Kaptan Arif Ön Kullanımlı Köşe Binada Dükkan,1200000,Erenköy,12.0,1.0,4.0,Giriş Katı,Yok,36-40,Mülk,,,Evet,0.0
1213,C.BOSTAN'DA 230M2 3 ODA 55+43 2 SALONLU ULTRA LÜKS DUBLEKS,12750000,Erenköy,200.0,32.0,7.0,7,Merkezi Sistem,26-30,,Danışman,Kat Mülkiyeti,Evet,
1214,"ERENKÖY'ÜN KALBİNDE, SİTE İÇİNDE, 4+1, 170m2 DAİRE",9500000,Erenköy,140.0,41.0,1020.0,Yüksek Giriş,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,Danışman,Kat İrtifakı,Evet,0.0
1215,FİYAT DÜŞTÜ KADIKÖY ERENKÖY ÇOBAN YILDIZI SOKAK SATILIK 2 1,2900000,Erenköy,85.0,21.0,5.0,1,Merkezi Sistem,31-35,Mülk,,,Evet,0.0
1216,Erenköy Divan'a Yakın Bağdat Caddesi 7. Bina,9800000,Erenköy,105.0,31.0,1020.0,8,Yerden Isıtma,4,Mülk,,,Evet,0.0
1217,KAZASKER ŞEMSETTİN GÜNALTAY CADDESİ GİRİŞİNDE 70 M2 DÜKKAN,5000000,Erenköy,60.0,1.0,1020.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1218,Erenköy Mükemmel Konumda 2+1 95 m2,5575000,Erenköy,80.0,21.0,1020.0,3,Yerden Isıtma,0,Boş,,,Hayır,0.0
1219,YETKİNDEN YENİ BİNADA 3+1 95M2 NET YÜKSEK GİRİŞ,5950000,Erenköy,95.0,31.0,10.0,Yüksek Giriş,Merkezi Sistem (Isı Payı Ölçer),3,Boş,Danışman,Kat Mülkiyeti,Evet,
1220,ACADEMY ERENKÖY TEK YETKİLİ 4+1 GÜVENLİKLİ VE HAVUZLU RESIDENCE,14950000,Erenköy,135.0,41.0,1020.0,18,Klima,2,Boş,,,Evet,0.0
1221,ERENKÖY'DE MUHTEŞEM LOKASYONDA KATTA TEK 5+1 NET 205 m2 DAİRE,17500000,Erenköy,205.0,51.0,9.0,2,Klima,26-30,Boş,,,Evet,0.0
1222,YENİ BİNADA FIRSAT FİYATLI 2+1- ERENKÖY-ETHEMEFENDİ'DE..,4625000,Erenköy,80.0,21.0,3.0,1,Klima,4,Boş,,,Hayır,0.0
1223,ERENKÖY'DE 3 YILLIK İSKANLI BİNADA 2+1 DAİRE,4160000,Erenköy,70.0,21.0,8.0,5,Kombi (Doğalgaz),3,Kiracılı,,,Evet,0.0
